Municipio,Provincia,Comunidad Autónoma,Habitantes (2022),Carril Bici,Rating,Distancia a Madrid (km),Tiempo de viaje a Madrid (Min),Precio medio vivienda (EUR/m2),Indice de calidad del aire (ICA),Tipo_vivienda,Precio,Superficie,Habitaciones,Baños,Comprado
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,109.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1450.0,116.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1350.0,58.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1450.0,95.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,990.0,49.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,225.0,5,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Chalet,7000.0,482.0,6,6,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Chalet,5500.0,582.0,7,8,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3900.0,247.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8500.0,290.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa,2000.0,100.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2400.0,100.0,1,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1550.0,110.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3150.0,130.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,113.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3300.0,199.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3850.0,145.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,150.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,130.0,4,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,15000.0,1.4,10,11,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2150.0,80.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2890.0,150.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,179.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3300.0,110.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,7000.0,305.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8000.0,220.0,4,6,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1700.0,120.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2400.0,130.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3450.0,140.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1250.0,75.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Chalet,6950.0,396.0,7,7,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,103.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa,4700.0,375.0,5,6,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4300.0,173.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5000.0,200.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1900.0,72.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3950.0,153.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2300.0,100.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Chalet,4500.0,358.0,5,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2900.0,185.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2800.0,90.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2600.0,90.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4100.0,179.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6750.0,187.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3950.0,126.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3900.0,129.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2550.0,57.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4250.0,138.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4900.0,100.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,150.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3400.0,90.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2100.0,74.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,7500.0,208.0,5,6,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1350.0,50.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2900.0,140.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2600.0,80.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,109.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,92.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,12000.0,400.0,4,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3800.0,140.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2100.0,136.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2000.0,50.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6000.0,260.0,4,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4500.0,100.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5000.0,200.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2000.0,146.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,195.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6950.0,218.0,3,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1300.0,83.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2100.0,65.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3350.0,156.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,110.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4000.0,132.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3070.0,95.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1600.0,93.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3600.0,170.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3100.0,62.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8000.0,260.0,4,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,98.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,204.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,90.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1165.0,85.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,75.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2800.0,84.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6500.0,191.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1165.0,85.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Chalet,5200.0,450.0,5,5,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2400.0,105.0,4,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2400.0,65.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5200.0,231.0,4,5,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1650.0,110.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3800.0,140.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2450.0,95.0,1,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,12000.0,459.0,5,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,85.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3800.0,195.0,4,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,11000.0,315.0,3,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2600.0,157.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2300.0,70.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1490.0,46.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3950.0,129.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1900.0,88.0,3,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,88.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8300.0,320.0,5,5,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,218.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3600.0,141.0,2,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,62.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1700.0,102.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8800.0,366.0,5,5,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4300.0,185.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Chalet,6500.0,295.0,6,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3990.0,230.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1850.0,60.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,91.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2350.0,110.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,110.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,64.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa,3850.0,342.0,5,5,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3600.0,126.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1750.0,70.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2600.0,60.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5000.0,170.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2990.0,160.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,137.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,96.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5000.0,223.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3600.0,110.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2450.0,200.0,4,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4300.0,203.0,4,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,275.0,4,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,128.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5500.0,415.0,5,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2475.0,60.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,80.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6500.0,334.0,4,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa pareada,3500.0,267.0,5,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4200.0,355.0,5,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6500.0,95.0,2,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1600.0,80.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1650.0,80.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1250.0,60.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5500.0,156.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4500.0,270.0,4,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,71.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3350.0,135.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1900.0,84.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,77.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2650.0,135.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2350.0,84.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1600.0,76.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5500.0,430.0,7,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6000.0,285.0,4,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2800.0,84.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4000.0,135.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,120.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1625.0,79.0,1,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,98.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1250.0,60.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1350.0,72.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2660.0,65.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2010.0,55.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,53.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,57.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,89.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,190.0,4,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5500.0,127.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,127.0,2,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1575.0,67.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5500.0,172.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,7500.0,228.0,4,5,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa pareada,3000.0,297.0,5,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1650.0,135.0,2,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,122.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2400.0,170.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa,5200.0,380.0,4,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2450.0,109.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1700.0,85.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1700.0,104.0,4,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5500.0,133.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1150.0,40.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1690.0,90.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2400.0,104.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa pareada,3500.0,267.0,5,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,101.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2950.0,146.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2800.0,180.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1100.0,60.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,81.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1595.0,82.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,80.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,12500.0,352.0,3,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4900.0,132.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,7000.0,335.0,4,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,12500.0,256.0,4,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3400.0,200.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2000.0,68.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4290.0,68.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1750.0,85.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,157.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4000.0,153.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1350.0,157.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2950.0,324.0,5,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2900.0,245.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3600.0,214.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2100.0,115.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4620.0,98.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1640.0,125.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1150.0,74.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,94.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,113.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2100.0,90.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4300.0,210.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4100.0,132.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4300.0,202.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2010.0,55.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1550.0,70.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2600.0,60.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3400.0,75.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2600.0,162.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa,4000.0,250.0,4,5,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5000.0,106.0,1,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2550.0,57.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4620.0,105.0,1,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1185.0,85.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2100.0,56.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,205.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2750.0,84.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1845.0,90.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1750.0,40.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6750.0,191.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6000.0,200.0,3,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1850.0,70.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,64.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1400.0,61.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2300.0,101.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4900.0,224.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2000.0,47.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5000.0,230.0,4,3,1
